,result,solving Time,deduction Time,backtracks,splits
0,SAT,0.0,0.0,0,0
1,SAT,0.0156,0.0,0,0
2,SAT,0.0156,0.0156,0,0
3,SAT,0.0156,0.0,0,0
4,SAT,0.0156,0.0156,0,0
5,SAT,0.0156,0.0156,0,0
6,SAT,0.0156,0.0156,0,0
7,SAT,0.0156,0.0,0,0
8,SAT,0.0156,0.0,0,0
9,SAT,0.0,0.0,0,0
10,SAT,0.0156,0.0,0,0
11,SAT,0.0156,0.0,0,0
12,SAT,0.0156,0.0,0,0
13,SAT,0.0156,0.0156,0,0
14,SAT,0.0,0.0,0,0
15,SAT,0.0,0.0,0,0
16,SAT,0.0156,0.0156,0,0
17,SAT,0.0156,0.0156,0,0
18,SAT,0.0156,0.0,0,0
19,SAT,0.0,0.0,0,0
20,SAT,0.0156,0.0,0,0
21,SAT,0.0,0.0,0,0
22,SAT,0.0,0.0,0,0
23,SAT,0.0156,0.0156,0,0
24,SAT,0.0156,0.0156,0,0
25,SAT,0.0156,0.0156,0,0
26,SAT,0.0156,0.0,0,0
27,SAT,0.0156,0.0156,0,0
28,SAT,0.0156,0.0156,0,0
29,SAT,0.0156,0.0,0,0
30,SAT,0.0156,0.0156,0,0
31,SAT,0.0,0.0,0,0
32,SAT,0.0156,0.0156,0,0
33,SAT,0.0156,0.0156,0,0
34,SAT,0.0156,0.0156,0,0
35,SAT,0.0,0.0,0,0
36,SAT,0.0156,0.0156,0,0
37,SAT,0.0156,0.0156,0,0
38,SAT,0.0,0.0,0,0
39,SAT,0.0156,0.0156,0,0
40,SAT,0.0156,0.0156,0,0
41,SAT,0.0312,0.0156,0,0
42,SAT,0.0156,0.0156,0,0
43,SAT,0.0,0.0,0,0
44,SAT,0.0,0.0,0,0
45,SAT,0.0156,0.0,0,0
46,SAT,0.0156,0.0156,0,0
47,SAT,0.0156,0.0156,0,0
48,SAT,0.0156,0.0156,0,0
49,SAT,0.0,0.0,0,0
50,SAT,0.0156,0.0,0,0
51,SAT,0.0,0.0,0,0
52,SAT,0.0156,0.0,0,0
53,SAT,0.0156,0.0,0,0
54,SAT,0.0156,0.0,0,0
