,result,solving Time,deduction Time,backtracks,splits
0,TIMEOUT,300.0,0.0,0,6688
1,TIMEOUT,300.0,0.0,0,6511
2,SAT,89.5869,87.4059,13063,168
3,TIMEOUT,300.0,0.0,0,2594
4,SAT,79.385,78.689,2525,6
5,TIMEOUT,300.0,0.0,0,12
6,TIMEOUT,300.0,0.0,0,9
7,TIMEOUT,300.0,0.0,0,12
8,TIMEOUT,300.0,0.0,0,8
9,TIMEOUT,300.0,0.0,0,18
10,SAT,74.1993,73.5845,3,11
11,TIMEOUT,300.0,0.0,0,7
12,TIMEOUT,300.0,0.0,0,14
13,TIMEOUT,300.0,0.0,0,7
14,TIMEOUT,300.0,0.0,0,8
15,TIMEOUT,300.0,0.0,0,7
16,TIMEOUT,300.0,0.0,0,9
17,TIMEOUT,300.0,0.0,0,7
18,TIMEOUT,300.0,0.0,0,7
19,SAT,74.512,74.0316,1,1
20,TIMEOUT,300.0,0.0,0,7
21,TIMEOUT,300.0,0.0,0,11
22,SAT,74.5919,74.0494,1,1
23,SAT,76.121,75.621,3,3
24,SAT,76.0344,75.5196,0,3
25,TIMEOUT,300.0,0.0,0,15
26,SAT,74.7247,74.2298,0,2
27,SAT,75.9532,75.4237,3,5
28,SAT,75.9285,75.3859,0,1
29,TIMEOUT,300.0,0.0,0,7
30,TIMEOUT,300.0,0.0,0,7
31,TIMEOUT,300.0,0.0,0,8
32,TIMEOUT,300.0,0.0,0,11
33,TIMEOUT,300.0,0.0,0,3258
34,TIMEOUT,300.0,0.0,0,7764
35,TIMEOUT,300.0,0.0,0,3636
36,SAT,94.6733,92.3294,14604,218
37,TIMEOUT,300.0,0.0,0,4499
38,SAT,83.3169,82.6081,4473,15
39,SAT,318.273,275.672,4251,4270
40,SAT,98.4404,94.91,383,389
41,SAT,81.3116,80.7595,0,1
42,TIMEOUT,300.0,0.0,0,3860
43,TIMEOUT,300.0,0.0,0,2627
44,TIMEOUT,300.0,0.0,0,1964
45,TIMEOUT,300.0,0.0,0,3716
46,TIMEOUT,300.0,0.0,0,4487
47,SAT,94.7979,92.3374,16230,194
48,SAT,84.0553,83.4328,0,2
49,TIMEOUT,300.0,0.0,0,337
50,TIMEOUT,300.0,0.0,0,7091
51,TIMEOUT,300.0,0.0,0,7319
52,SAT,190.4713,169.3123,16735,2501
53,TIMEOUT,300.0,0.0,0,11464
54,TIMEOUT,300.0,0.0,0,9593
55,SAT,441.4152,380.274,27217,6488
56,TIMEOUT,300.0,0.0,0,8493
57,SAT,81.625,81.1085,8347,1
58,TIMEOUT,300.0,0.0,0,3015
59,SAT,81.4053,80.8371,2859,2
60,TIMEOUT,300.0,0.0,0,8
61,TIMEOUT,300.0,0.0,0,7
62,TIMEOUT,300.0,0.0,0,8
63,TIMEOUT,300.0,0.0,0,8
64,TIMEOUT,300.0,0.0,0,14
65,TIMEOUT,300.0,0.0,0,2493
66,TIMEOUT,300.0,0.0,0,60
67,TIMEOUT,300.0,0.0,0,1760
68,TIMEOUT,300.0,0.0,0,70
69,TIMEOUT,300.0,0.0,0,35
70,TIMEOUT,300.0,0.0,0,30
71,TIMEOUT,300.0,0.0,0,1266
72,TIMEOUT,300.0,0.0,0,33
73,SAT,108.8341,103.6954,5646,458
74,SAT,148.9136,137.5199,1245,1255
75,TIMEOUT,300.0,0.0,0,1547
76,TIMEOUT,300.0,0.0,0,3554
77,TIMEOUT,300.0,0.0,0,6042
78,SAT,89.1296,88.4893,10774,6
79,TIMEOUT,300.0,0.0,0,259
80,SAT,95.4947,93.5961,154,94
81,TIMEOUT,300.0,0.0,0,163
82,TIMEOUT,300.0,0.0,0,33
83,TIMEOUT,300.0,0.0,0,14
84,TIMEOUT,300.0,0.0,0,2302
85,TIMEOUT,300.0,0.0,0,2509
86,TIMEOUT,300.0,0.0,0,7068
87,TIMEOUT,300.0,0.0,0,4433
88,TIMEOUT,300.0,0.0,0,7200
89,SAT,522.4541,448.6726,29763,6963
90,TIMEOUT,300.0,0.0,0,8260
91,TIMEOUT,300.0,0.0,0,7063
92,SAT,122.8606,115.9385,15787,686
93,TIMEOUT,300.0,0.0,0,7104
94,TIMEOUT,300.0,0.0,0,7725
95,SAT,207.5278,186.7696,16667,2061
96,TIMEOUT,300.0,0.0,0,7963
97,SAT,270.667,236.8803,11245,3332
98,TIMEOUT,300.0,0.0,0,9089
99,TIMEOUT,300.0,0.0,0,2681
