,result,solving Time,deduction Time,backtracks,splits
971,SAT,1.375,1.3281,6,6
972,SAT,1.6719,1.5469,31,34
973,SAT,1.3438,1.2656,0,1
974,SAT,2.1875,2.0625,68,80
975,SAT,1.3438,1.2812,1,5
976,SAT,1.375,1.2969,1,2
977,SAT,1.3906,1.3438,1,2
978,SAT,2.375,2.1094,22,49
979,SAT,1.4375,1.3438,2,2
980,SAT,2.1562,2.0,68,87
981,SAT,1.875,1.7344,63,71
982,SAT,1.3594,1.2969,14,17
983,SAT,2.0781,1.9219,35,45
984,SAT,1.5781,1.5312,3,3
985,SAT,1.4062,1.3125,3,5
986,SAT,1.4062,1.3594,0,1
987,SAT,1.6875,1.625,1,3
988,SAT,1.5781,1.3906,10,17
989,SAT,1.9531,1.8125,38,58
990,SAT,1.3594,1.2969,0,0
991,SAT,4.1719,3.75,190,206
992,SAT,1.8438,1.7344,0,2
993,SAT,1.9062,1.8438,0,4
994,SAT,2.375,2.2031,34,51
995,SAT,1.5312,1.4531,1,1
996,SAT,2.0938,2.0156,2,4
997,SAT,1.5312,1.4219,2,24
998,SAT,1.5625,1.5156,0,1
999,SAT,1.9219,1.8125,29,32
1000,SAT,1.375,1.2969,0,1
1001,SAT,1.7031,1.5938,2,4
1002,SAT,1.8125,1.7344,20,20
1003,SAT,1.4219,1.3594,0,3
1004,SAT,1.8438,1.7812,0,1
1005,SAT,1.8594,1.7812,1,1
1006,SAT,1.8281,1.6875,19,22
1007,SAT,1.4531,1.3906,0,0
1008,SAT,1.3594,1.2969,1,3
1009,SAT,1.375,1.3281,4,4
1010,SAT,1.9844,1.8438,50,66
